model_name,km_driven,fuel_type,transmission,owner,price,link,engine_capacity
2020 Renault Kwid,46.24k km,Petrol,Auto,2nd owner,₹3.72 lakh,https://www.cars24.com/buy-used-renault-kwid-2020-cars-bangalore-10220444781/,999cc
2022 Mahindra Thar,33.04k km,Diesel,Auto,1st owner,₹15.16 lakh,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-bangalore-10253145730/,2184cc
2021 Maruti Celerio,10.72k km,Petrol,Manual,1st owner,₹5.45 lakh,https://www.cars24.com/buy-used-maruti-celerio-2021-cars-bangalore-10299810783/,998cc
2017 Ford Ecosport,63.95k km,Diesel,Manual,1st owner,₹5.81 lakh,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-bangalore-10290843752/,1498cc
2017 Hyundai Elite i20,1.2L km,Petrol,Manual,1st owner,₹4.92 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-bangalore-10288240780/,1197cc
2017 Maruti Celerio,71.04k km,Petrol,Auto,2nd owner,₹4.27 lakh,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-bangalore-10201721727/,998cc
2024 Tata PUNCH,7.30k km,Petrol,Auto,1st owner,₹10.20 lakh,https://www.cars24.com/buy-used-tata-punch-2024-cars-bangalore-10258542749/,1199cc
2022 MG ASTOR,19.02k km,Petrol,Auto,1st owner,₹13.47 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-bangalore-10293843772/,1498cc
2015 Maruti Ciaz,91.41k km,Petrol,Manual,1st owner,₹4.98 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-bangalore-10215842739/,1373cc
2016 Maruti Celerio,72.80k km,Petrol,Auto,1st owner,₹3.79 lakh,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-bangalore-10403948713/,998cc
2021 KIA SONET,37.81k km,Petrol,Manual,1st owner,₹9.41 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-bangalore-10261140725/,998cc
2019 Maruti S PRESSO,69.18k km,Petrol,Manual,1st owner,₹3.84 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-bangalore-10224741720/,998cc
2022 KIA SONET,9.54k km,Petrol,Auto,1st owner,₹10.56 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-bangalore-10205542786/,
2021 Mahindra XUV300,28.55k km,Petrol,Auto,1st owner,₹9.38 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2021-cars-bangalore-10215940742/,1197cc
2017 Honda Jazz,52.20k km,Petrol,Auto,1st owner,₹5.22 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-30915543730/,1199cc
2024 Renault Kiger,12.83k km,Petrol,Auto,1st owner,₹7.49 lakh,https://www.cars24.com/buy-used-renault-kiger-2024-cars-bangalore-10290641736/,999cc
2014 Maruti Alto K10,44.48k km,Petrol,Manual,1st owner,₹2.86 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-bangalore-10277743742/,998cc
2021 Skoda Rapid,63.26k km,Petrol,Manual,2nd owner,₹7.61 lakh,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-bangalore-10209741781/,999cc
2020 KIA SONET,12.38k km,Petrol,Manual,1st owner,₹9.49 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10232340771/,998cc
2015 Hyundai i10,63.76k km,Petrol,Manual,1st owner,₹3.25 lakh,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-bangalore-30976841780/,1086cc
2019 Toyota YARIS,64.36k km,Petrol,Manual,3rd owner,₹6.50 lakh,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-bangalore-10215226787/,1496cc
2016 Maruti Alto K10,25.34k km,Petrol,Manual,1st owner,₹3.04 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-bangalore-10211247722/,998cc
2015 Maruti Wagon R 1.0,37.25k km,Petrol,Manual,1st owner,₹3.66 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-bangalore-10209945748/,998cc
2018 Renault Duster,56.94k km,Diesel,Auto,2nd owner,₹7.01 lakh,https://www.cars24.com/buy-used-renault-duster-2018-cars-bangalore-10228741780/,1461cc
2018 Maruti Alto K10,30.37k km,Petrol,Manual,1st owner,₹3.34 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-bangalore-10241523704/,998cc
2021 Renault Kiger,18.33k km,Petrol,Manual,1st owner,₹7.17 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-bangalore-10200540786/,999cc
2015 Hyundai Grand i10,61.74k km,Petrol,Auto,3rd owner,₹3.94 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-bangalore-10243146786/,1197cc
2023 Mahindra BOLERO NEO,8.90k km,Diesel,Manual,1st owner,₹10.09 lakh,https://www.cars24.com/buy-used-mahindra-bolero-neo-2023-cars-bangalore-10224842786/,1493cc
2017 Maruti Celerio,60.59k km,Petrol,Auto,2nd owner,₹3.67 lakh,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-bangalore-10215348770/,998cc
2017 Hyundai Elite i20,45.29k km,Petrol,Manual,2nd owner,₹5.73 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-bangalore-10236145722/,1197cc
2020 KIA SONET,51.00k km,Diesel,Manual,2nd owner,₹9.43 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10209649724/,1493cc
2017 Renault Kwid,32.54k km,Petrol,Manual,1st owner,₹3.06 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10234548794/,999cc
2017 Hyundai Creta,41.43k km,Diesel,Manual,1st owner,₹9.28 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10256229761/,1396cc
2024 Hyundai NEW I20,14.92k km,Petrol,Auto,1st owner,₹10.94 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2024-cars-bangalore-10256240739/,1197cc
2023 Mahindra XUV300,29.59k km,Diesel,Auto,1st owner,₹13.31 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2023-cars-bangalore-10295543722/,1497cc
2016 Mahindra Kuv100,63.53k km,Diesel,Manual,3rd owner,₹3.35 lakh,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-bangalore-10290641735/,1198cc
2015 Renault Duster,65.32k km,Diesel,Manual,1st owner,₹5.61 lakh,https://www.cars24.com/buy-used-renault-duster-2015-cars-bangalore-10277547719/,
2021 Renault Kwid,77.19k km,Petrol,Manual,1st owner,₹3.83 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-bangalore-10247245723/,999cc
2022 KIA SELTOS,18.16k km,Petrol,Manual,2nd owner,₹10.63 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-bangalore-10291741720/,1497cc
2021 KIA SELTOS,32.17k km,Diesel,Auto,1st owner,₹14.58 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-bangalore-10231641783/,1493cc
2017 Maruti Baleno,34.86k km,Petrol,Auto,1st owner,₹5.96 lakh,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-10261243722/,1197cc
2022 KIA SELTOS,78.49k km,Diesel,Manual,1st owner,₹13.89 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-bangalore-10225941759/,1493cc
2018 Skoda Rapid,1.2L km,Diesel,Manual,1st owner,₹6.14 lakh,https://www.cars24.com/buy-used-skoda-rapid-2018-cars-bangalore-10253341720/,1498cc
2018 Honda Jazz,63.00k km,Petrol,Auto,1st owner,₹5.36 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-bangalore-10291943797/,1199cc
2016 Maruti Alto K10,59.61k km,Petrol,Manual,1st owner,₹2.84 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-bangalore-10218224741/,998cc
2020 Maruti Ciaz,68.35k km,Petrol,Auto,1st owner,₹7.60 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-bangalore-10296347781/,1462cc
2021 Mahindra XUV300,58.44k km,Petrol,Manual,1st owner,₹8.44 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2021-cars-bangalore-10284442738/,1197cc
2017 Honda Jazz,35.08k km,Petrol,Auto,1st owner,₹5.97 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10248348728/,1199cc
2023 Renault Kiger,19.04k km,Petrol,Manual,1st owner,₹7.47 lakh,https://www.cars24.com/buy-used-renault-kiger-2023-cars-bangalore-10247546733/,999cc
2017 Renault Duster,55.34k km,Diesel,Auto,1st owner,₹7.32 lakh,https://www.cars24.com/buy-used-renault-duster-2017-cars-bangalore-10240542727/,1461cc
2020 Maruti Celerio X,84.54k km,Petrol,Auto,1st owner,₹4.77 lakh,https://www.cars24.com/buy-used-maruti-celerio-x-2020-cars-bangalore-11145841784/,998cc
2020 Hyundai NEW I20,40.45k km,Petrol,Auto,2nd owner,₹7.94 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-bangalore-10274544727/,
2019 Maruti Dzire,48.56k km,Petrol,Auto,1st owner,₹6.71 lakh,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-bangalore-10205648732/,1197cc
2014 Hyundai Xcent,77.42k km,Petrol,Manual,1st owner,₹3.86 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-bangalore-10289043726/,1197cc
2022 Mahindra XUV300,9.80k km,Petrol,Auto,1st owner,₹10.57 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2022-cars-bangalore-10279842779/,1197cc
2019 Hyundai Elite i20,84.13k km,Diesel,Manual,1st owner,₹7.50 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-bangalore-10062343710/,1396cc
2015 Maruti Celerio,52.38k km,Petrol,Auto,1st owner,₹3.50 lakh,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10209341749/,998cc
2019 Renault Kwid,58.92k km,Petrol,Manual,2nd owner,₹3.31 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-bangalore-10212049731/,
2016 Ford Ecosport,92.60k km,Petrol,Auto,1st owner,₹5.70 lakh,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-bangalore-10212645729/,1499cc
2023 Mahindra XUV300,43.57k km,Diesel,Manual,1st owner,₹11.22 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2023-cars-bangalore-10291643721/,1497cc
2023 Tata NEXON,31.60k km,Diesel,Auto,1st owner,₹13.82 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-bangalore-10286545730/,
2020 KIA SELTOS,66.65k km,Diesel,Manual,1st owner,₹12.62 lakh,https://www.cars24.com/buy-used-kia-seltos-2020-cars-bangalore-10262345744/,1493cc
2017 Honda Jazz,67.61k km,Petrol,Auto,1st owner,₹5.31 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10298743773/,1199cc
2015 Honda City,1.3L km,Petrol,Auto,2nd owner,₹4.73 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-bangalore-10253549722/,1497cc
2015 Maruti S Cross,1.1L km,Diesel,Manual,1st owner,₹5.85 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-bangalore-10253347732/,1248cc
2015 Maruti Celerio,62.98k km,Petrol,Auto,2nd owner,₹3.33 lakh,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10229849758/,998cc
2024 Maruti Celerio,12.96k km,Petrol,Auto,1st owner,₹6.73 lakh,https://www.cars24.com/buy-used-maruti-celerio-2024-cars-bangalore-10214743724/,998cc
2019 Jeep Compass,60.47k km,Petrol,Auto,1st owner,₹13.40 lakh,https://www.cars24.com/buy-used-jeep-compass-2019-cars-bangalore-10248848781/,1368cc
2023 Renault Kiger,18.40k km,Petrol,Manual,1st owner,₹8.36 lakh,https://www.cars24.com/buy-used-renault-kiger-2023-cars-bangalore-10287946745/,999cc
2016 Maruti Alto K10,72.87k km,Petrol,Auto,2nd owner,₹3.13 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-bangalore-10243742736/,998cc
2019 Maruti IGNIS,99.11k km,Petrol,Manual,1st owner,₹4.54 lakh,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-bangalore-10244741732/,1197cc
2024 Maruti Alto K10,1.74k km,Petrol,Manual,1st owner,₹5.39 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2024-cars-bangalore-10262349723/,998cc
2014 Nissan Micra,76.31k km,Petrol,Auto,2nd owner,₹3.58 lakh,https://www.cars24.com/buy-used-nissan-micra-2014-cars-bangalore-10286843723/,1198cc
2018 Maruti Alto K10,70.53k km,Petrol,Manual,1st owner,₹3.00 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-bangalore-10203540772/,998cc
2016 Hyundai Verna,1.1L km,Petrol,Auto,1st owner,₹5.70 lakh,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-bangalore-10221140789/,1591cc
2023 Tata NEXON,21.82k km,Petrol,Auto,1st owner,₹11.85 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-bangalore-10212544788/,
2023 MG HECTOR PLUS,19.28k km,Petrol,Manual,1st owner,₹17.13 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2023-cars-bangalore-10299448722/,1451cc
2019 Mahindra XUV300,75.03k km,Diesel,Manual,1st owner,₹8.58 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2019-cars-bangalore-10205044729/,1497cc
2020 Maruti Baleno,32.51k km,Petrol,Auto,2nd owner,₹6.95 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-bangalore-10244945745/,1197cc
2021 Maruti S PRESSO,59.23k km,Petrol,Manual,1st owner,₹4.04 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-bangalore-10220249721/,998cc
2021 KIA SONET,38.00k km,Petrol,Manual,1st owner,₹8.67 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-bangalore-10282649746/,1197cc
2022 Maruti Celerio,37.98k km,Petrol,Auto,1st owner,₹6.04 lakh,https://www.cars24.com/buy-used-maruti-celerio-2022-cars-bangalore-10294742726/,998cc
2022 KIA SONET,19.16k km,Petrol,Manual,1st owner,₹10.23 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-bangalore-10289540700/,998cc
2019 Maruti Baleno,86.92k km,Petrol,Auto,2nd owner,₹6.05 lakh,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-bangalore-11142145780/,
2020 KIA SONET,26.08k km,Petrol,Auto,2nd owner,₹9.59 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10257545729/,998cc
2021 MG HECTOR PLUS,62.11k km,Diesel,Manual,1st owner,₹15.75 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2021-cars-bangalore-10269745744/,1956cc
2015 Renault Duster,79.55k km,Diesel,Manual,1st owner,₹6.47 lakh,https://www.cars24.com/buy-used-renault-duster-2015-cars-bangalore-10235040723/,1461cc
2021 KIA SONET,40.62k km,Diesel,Manual,1st owner,₹9.19 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-bangalore-10205541723/,1493cc
2013 Hyundai i20,89.68k km,Diesel,Manual,1st owner,₹1.49 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10298946707/,1396cc
2014 Maruti Swift Dzire,68.10k km,Petrol,Manual,1st owner,₹3.60 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-bangalore-10277048703/,1197cc
2024 Nissan MAGNITE,5.53k km,Petrol,Auto,1st owner,₹6.00 lakh,https://www.cars24.com/buy-used-nissan-magnite-2024-cars-bangalore-10227148708/,999cc
2016 Ford New Figo,1.1L km,Diesel,Manual,1st owner,₹2.07 lakh,https://www.cars24.com/buy-used-ford-new-figo-2016-cars-bangalore-10211347705/,1498cc
2014 Ford Fiesta,78.74k km,Petrol,Manual,4th owner,₹2.20 lakh,https://www.cars24.com/buy-used-ford-fiesta-2014-cars-bangalore-10258841705/,
2019 Renault Kwid,37.45k km,Petrol,Auto,2nd owner,₹3.50 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-bangalore-10277948706/,
2021 Hyundai GRAND I10 NIOS,44.92k km,Petrol,Manual,1st owner,₹4.17 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-bangalore-10269849740/,1197cc
2010 Maruti SX4,1.0L km,Petrol,Manual,2nd owner,₹2.35 lakh,https://www.cars24.com/buy-used-maruti-sx4-2010-cars-bangalore-10208746709/,1586cc
2016 Tata Tiago,50.17k km,Petrol,Manual,1st owner,₹2.97 lakh,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10271241707/,1199cc
2021 Maruti Dzire,18.72k km,Petrol,Manual,1st owner,₹6.94 lakh,https://www.cars24.com/buy-used-maruti-dzire-2021-cars-bangalore-10273445747/,1197cc
2022 Tata PUNCH,40.00k km,Petrol,Auto,2nd owner,₹7.97 lakh,https://www.cars24.com/buy-used-tata-punch-2022-cars-bangalore-10221241705/,1199cc
2012 Hyundai Verna,1.1L km,Diesel,Manual,2nd owner,₹2.65 lakh,https://www.cars24.com/buy-used-hyundai-verna-2012-cars-bangalore-10243943707/,1582cc
2012 Hyundai i20,1.4L km,Diesel,Manual,2nd owner,₹3.35 lakh,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-bangalore-10229449703/,
2017 Maruti IGNIS,1.1L km,Diesel,Manual,2nd owner,₹4.59 lakh,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-bangalore-10223847701/,1248cc
2018 Renault Kwid,29.59k km,Petrol,Auto,1st owner,₹4.00 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10298846701/,999cc
2014 Honda City,66.60k km,Diesel,Manual,1st owner,₹3.10 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10217347737/,1498cc
2010 Hyundai i10,95.73k km,Petrol,Manual,3rd owner,₹1.42 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10213147704/,1086cc
2021 Tata ALTROZ,56.93k km,Petrol,Manual,1st owner,₹5.64 lakh,https://www.cars24.com/buy-used-tata-altroz-2021-cars-bangalore-10254246727/,1199cc
2011 Tata Indigo ECS,55.00k km,Diesel,Manual,1st owner,₹1.28 lakh,https://www.cars24.com/buy-used-tata-indigo-ecs-2011-cars-bangalore-10251344708/,1405cc
2016 Honda City,56.54k km,Petrol,Manual,1st owner,₹5.30 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10268046705/,1497cc
2015 Mahindra TUV300,74.61k km,Diesel,Manual,3rd owner,₹4.58 lakh,https://www.cars24.com/buy-used-mahindra-tuv300-2015-cars-bangalore-10209842705/,
2011 Honda Civic,66.94k km,Petrol,Auto,5th owner,₹2.29 lakh,https://www.cars24.com/buy-used-honda-civic-2011-cars-bangalore-10252942721/,1799cc
2017 Ford Ecosport,63.96k km,Petrol,Manual,1st owner,₹4.99 lakh,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-bangalore-10203444745/,1497cc
2022 Tata NEXON,18.50k km,Petrol,Auto,1st owner,₹7.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-bangalore-10267440754/,1199cc
2014 Hyundai Grand i10,71.90k km,Diesel,Manual,2nd owner,₹3.74 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10258742704/,1120cc
2014 Hyundai Grand i10,99.55k km,Petrol,Manual,1st owner,₹4.31 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10263846700/,1197cc
2012 Volkswagen Vento,1.4L km,Diesel,Manual,1st owner,₹3.50 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2012-cars-bangalore-10273048700/,1598cc
2012 Maruti Swift,1.6L km,Diesel,Manual,1st owner,₹4.41 lakh,https://www.cars24.com/buy-used-maruti-swift-2012-cars-bangalore-10273347700/,1248cc
2018 Tata NEXON,17.00k km,Petrol,Manual,1st owner,₹8.69 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-bangalore-10278640703/,1198cc
2021 Tata NEXON,28.71k km,Petrol,Manual,1st owner,₹8.35 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-bangalore-10243446744/,1199cc
2015 Honda City,34.25k km,Petrol,Auto,2nd owner,₹6.25 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-bangalore-10286445744/,1497cc
2017 Honda Jazz,46.91k km,Petrol,Auto,1st owner,₹4.55 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10208645700/,1199cc
2023 Maruti Baleno,27.27k km,Petrol,Manual,1st owner,₹8.10 lakh,https://www.cars24.com/buy-used-maruti-baleno-2023-cars-bangalore-10231448706/,1197cc
2017 Tata TIGOR,53.96k km,Petrol,Manual,1st owner,₹3.75 lakh,https://www.cars24.com/buy-used-tata-tigor-2017-cars-bangalore-10200240727/,1199cc
2018 Hyundai Elite i20,28.19k km,Petrol,Manual,1st owner,₹6.29 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-bangalore-10298841705/,1197cc
2015 Hyundai Grand i10,29.47k km,Petrol,Manual,1st owner,₹4.50 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-bangalore-10255146704/,1197cc
2016 Volkswagen Ameo,96.78k km,Petrol,Manual,1st owner,₹3.00 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-bangalore-10236124763/,1198cc
2022 MG ASTOR,28.07k km,Petrol,Auto,2nd owner,₹11.91 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-bangalore-10234246740/,1498cc
2021 Tata NEXON,58.05k km,Diesel,Manual,1st owner,₹10.80 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-bangalore-10281148700/,1497cc
2016 Tata Tiago,78.43k km,Petrol,Manual,2nd owner,₹3.35 lakh,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10263141705/,1199cc
2010 Maruti Swift Dzire,65.50k km,Petrol,Manual,1st owner,₹1.27 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2010-cars-bangalore-10219328768/,1197cc
2015 Mahindra XUV500,1.2L km,Diesel,Manual,1st owner,₹5.24 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2015-cars-bangalore-10273944700/,2179cc
2022 Renault Kwid,10.58k km,Petrol,Auto,1st owner,₹5.29 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-bangalore-10240449720/,
2020 Maruti Vitara Brezza,84.03k km,Petrol,Manual,3rd owner,₹6.43 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-bangalore-10291747705/,1462cc
2016 Volkswagen Polo,52.52k km,Petrol,Auto,1st owner,₹7.19 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2016-cars-bangalore-10261042746/,1197cc
2021 Toyota URBAN CRUISER,18.03k km,Petrol,Manual,2nd owner,₹8.79 lakh,https://www.cars24.com/buy-used-toyota-urban-cruiser-2021-cars-bangalore-10257847707/,1462cc
2015 Maruti Wagon R 1.0,39.66k km,Petrol,Manual,1st owner,₹1.97 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-bangalore-10271942702/,998cc
2020 Maruti Baleno,59.51k km,Petrol,Manual,3rd owner,₹4.22 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-bangalore-10207041734/,1197cc
2018 Maruti Swift,74.58k km,Diesel,Manual,3rd owner,₹4.61 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-bangalore-10204142745/,1248cc
2021 Hyundai NEW I20,79.99k km,Petrol,Manual,1st owner,₹6.50 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-bangalore-10298441702/,1197cc
2017 Renault Kwid,37.16k km,Petrol,Auto,3rd owner,₹2.22 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10263240772/,999cc
2022 Maruti S PRESSO,12.90k km,Petrol,Manual,1st owner,₹4.95 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2022-cars-bangalore-10269146740/,
2014 Honda City,63.44k km,Petrol,Manual,1st owner,₹5.60 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10208746708/,1497cc
2018 Maruti Alto 800,54.08k km,Petrol,Manual,1st owner,₹2.10 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-bangalore-10267245744/,796cc
2019 Hyundai VENUE,68.60k km,Diesel,Manual,3rd owner,₹6.27 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-bangalore-10259340739/,1396cc
2023 Maruti BREZZA,20.75k km,Petrol,Manual,1st owner,₹11.56 lakh,https://www.cars24.com/buy-used-maruti-brezza-2023-cars-bangalore-10208546705/,1462cc
2013 Nissan Sunny,59.25k km,Petrol,Auto,1st owner,₹2.50 lakh,https://www.cars24.com/buy-used-nissan-sunny-2013-cars-bangalore-10291742704/,1498cc
2022 Tata NEXON,32.39k km,Petrol,Auto,1st owner,₹11.65 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-bangalore-10258547707/,1199cc
2012 Maruti Wagon R 1.0,70.06k km,Petrol,Manual,3rd owner,₹1.98 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-bangalore-10245843700/,998cc
2014 Maruti Swift Dzire,40.39k km,Diesel,Manual,1st owner,₹3.86 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-bangalore-10209941743/,1248cc
2023 Skoda SLAVIA,19.44k km,Petrol,Auto,1st owner,₹12.44 lakh,https://www.cars24.com/buy-used-skoda-slavia-2023-cars-bangalore-10266341752/,999cc
2021 Maruti Vitara Brezza,66.54k km,Petrol,Auto,2nd owner,₹8.50 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-bangalore-10201149701/,1462cc
2013 Hyundai i10,87.80k km,Petrol,Manual,4th owner,₹2.00 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-bangalore-10226640746/,1086cc
2016 Honda Jazz,57.31k km,Petrol,Manual,1st owner,₹3.21 lakh,https://www.cars24.com/buy-used-honda-jazz-2016-cars-bangalore-10218946741/,1199cc
2022 Renault Kwid,24.76k km,Petrol,Manual,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-bangalore-10205848743/,999cc
2014 Maruti Alto K10,81.91k km,Petrol,Manual,2nd owner,₹1.42 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-bangalore-10250246739/,
2020 Tata Tiago,1.1L km,Petrol,Manual,1st owner,₹4.00 lakh,https://www.cars24.com/buy-used-tata-tiago-2020-cars-bangalore-10251241709/,
2014 Renault Duster,88.84k km,Diesel,Manual,1st owner,₹6.00 lakh,https://www.cars24.com/buy-used-renault-duster-2014-cars-bangalore-10268844706/,1461cc
2023 KIA SONET,11.34k km,Petrol,Manual,1st owner,₹9.89 lakh,https://www.cars24.com/buy-used-kia-sonet-2023-cars-bangalore-10298549709/,998cc
2013 Hyundai i20,73.85k km,Petrol,Auto,3rd owner,₹2.73 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10292843726/,1396cc
2021 Maruti Baleno,38.37k km,Petrol,Manual,2nd owner,₹5.64 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-bangalore-10214247739/,1197cc
2024 Tata Curvv,3.16k km,Petrol,Manual,1st owner,₹14.00 lakh,https://www.cars24.com/buy-used-tata-curvv-2024-cars-bangalore-10236344729/,
