model_name,km_driven,fuel_type,transmission,owner,price,link,engine_capacity
2021 Maruti Baleno,9.59k km,Petrol,Manual,1st owner,₹5.55 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-faridabad-11046042784/,1197cc
2021 Hyundai Creta,38.35k km,Petrol,Manual,1st owner,₹10.49 lakh,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-new-delhi-10023345732/,1497cc
2016 Maruti Swift,32.34k km,Petrol,Manual,2nd owner,₹3.20 lakh,https://www.cars24.com/buy-used-maruti-swift-2016-cars-noida-10084746753/,1197cc
2019 Honda WR-V,37.11k km,Petrol,Manual,1st owner,₹4.90 lakh,https://www.cars24.com/buy-used-honda-wr-v-2019-cars-new-delhi-11061024766/,1199cc
2015 Hyundai i10,53.73k km,Petrol,Manual,1st owner,₹2.45 lakh,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-new-delhi-10050647785/,1086cc
2022 Maruti Alto,39.74k km,CNG,Manual,1st owner,₹3.90 lakh,https://www.cars24.com/buy-used-maruti-alto-2022-cars-noida-10004240714/,796cc
2023 Toyota Glanza,25.50k km,Petrol,Auto,1st owner,₹7.62 lakh,https://www.cars24.com/buy-used-toyota-glanza-2023-cars-ghaziabad-11296548728/,1197cc
2021 Tata Harrier,62.47k km,Diesel,Manual,1st owner,₹12.11 lakh,https://www.cars24.com/buy-used-tata-harrier-2021-cars-gurgaon-29690146773/,1956cc
2019 Maruti XL6,61.94k km,Petrol,Manual,1st owner,₹7.77 lakh,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-new-delhi-10156144779/,1462cc
2024 Honda Amaze,26.07k km,Petrol,Auto,1st owner,₹8.16 lakh,https://www.cars24.com/buy-used-honda-amaze-2024-cars-ghaziabad-10057425766/,1199cc
2014 Hyundai New Elantra,64.72k km,Petrol,Manual,1st owner,₹3.99 lakh,https://www.cars24.com/buy-used-hyundai-new-elantra-2014-cars-new-delhi-10161944747/,1797cc
2017 Honda Jazz,84.73k km,Petrol,Manual,2nd owner,₹3.87 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-noida-11265149788/,1199cc
2022 Tata Harrier,61.06k km,Diesel,Manual,1st owner,₹13.06 lakh,https://www.cars24.com/buy-used-tata-harrier-2022-cars-gurgaon-29642123774/,1956cc
2019 Hyundai Creta,45.35k km,Petrol,Auto,1st owner,₹9.17 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-gurgaon-11013244747/,1591cc
2015 Maruti Wagon R 1.0,41.66k km,Petrol,Manual,1st owner,₹2.61 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-new-delhi-13412844782/,998cc
2020 Tata NEXON,20.56k km,Petrol,Manual,1st owner,₹6.73 lakh,https://www.cars24.com/buy-used-tata-nexon-2020-cars-gurgaon-10151342748/,1199cc
2018 Tata NEXON,50.19k km,Petrol,Manual,2nd owner,₹4.73 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-noida-13312844731/,1198cc
2021 Nissan MAGNITE,63.51k km,Petrol,Manual,1st owner,₹5.39 lakh,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-new-delhi-11273422712/,999cc
2018 Renault Duster,52.94k km,Petrol,Manual,2nd owner,₹4.65 lakh,https://www.cars24.com/buy-used-renault-duster-2018-cars-ghaziabad-10549547781/,1498cc
2017 Maruti Dzire,47.97k km,Petrol,Manual,2nd owner,₹4.14 lakh,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-ghaziabad-10097641748/,1197cc
2021 Tata NEXON,43.30k km,Petrol,Auto,2nd owner,₹6.61 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-noida-10082441721/,1199cc
2023 Tata NEXON,31.90k km,Diesel,Auto,1st owner,₹8.85 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-new-delhi-10058840795/,1497cc
2020 Maruti Vitara Brezza,43.80k km,Petrol,Manual,1st owner,₹6.51 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-ghaziabad-10050149784/,1462cc
2021 Honda Amaze,62.66k km,Petrol,Manual,1st owner,₹5.43 lakh,https://www.cars24.com/buy-used-honda-amaze-2021-cars-gurgaon-10184649723/,
2021 Hyundai VENUE,31.50k km,Petrol,Manual,2nd owner,₹7.25 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-noida-10517249756/,998cc
2017 Hyundai Grand i10,31.03k km,Petrol,Manual,1st owner,₹3.81 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-noida-11266048794/,1197cc
2014 Skoda Octavia,55.81k km,Petrol,Auto,2nd owner,₹5.68 lakh,https://www.cars24.com/buy-used-skoda-octavia-2014-cars-gurgaon-10158149724/,1798cc
2019 Maruti IGNIS,46.44k km,Petrol,Manual,1st owner,₹4.15 lakh,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-gurgaon-10045148748/,1197cc
2022 Maruti Baleno,83.27k km,Petrol,Manual,1st owner,₹6.04 lakh,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-noida-10175344799/,1197cc
2013 Honda Amaze,54.69k km,CNG,Manual,1st owner,₹2.55 lakh,https://www.cars24.com/buy-used-honda-amaze-2013-cars-new-delhi-10087048748/,1198cc
2020 KIA SONET,27.63k km,Petrol,Manual,1st owner,₹7.39 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-noida-10029042734/,998cc
2017 Tata Tiago,73.29k km,Petrol,Auto,2nd owner,₹3.29 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-faridabad-11007244712/,1199cc
2019 Maruti IGNIS,62.78k km,Petrol,Manual,1st owner,₹4.38 lakh,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-noida-11297947731/,1197cc
2022 Mahindra XUV700,24.58k km,Diesel,Auto,1st owner,₹19.88 lakh,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-faridabad-11099342711/,2184cc
2021 MG HECTOR,68.81k km,Petrol,Auto,1st owner,₹12.51 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-gurgaon-16329148787/,1451cc
2020 Tata ALTROZ,57.86k km,Petrol,Manual,1st owner,₹5.07 lakh,https://www.cars24.com/buy-used-tata-altroz-2020-cars-new-delhi-10068844727/,1199cc
2018 Hyundai Grand i10,77.21k km,Petrol,Manual,1st owner,₹3.62 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-ghaziabad-11229849723/,1197cc
2017 Honda City,45.35k km,Petrol,Manual,1st owner,₹5.58 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-noida-10028245786/,1497cc
2021 Renault TRIBER,73.35k km,Petrol,Manual,1st owner,₹4.50 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-gurgaon-29681845781/,999cc
2013 Maruti Ertiga,37.76k km,Petrol,Manual,2nd owner,₹3.76 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-noida-10002042717/,1373cc
2020 KIA SELTOS,33.00k km,Petrol,Manual,2nd owner,₹10.39 lakh,https://www.cars24.com/buy-used-kia-seltos-2020-cars-new-delhi-10143249722/,1353cc
2020 Maruti Baleno,75.95k km,Petrol,Manual,1st owner,₹4.89 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-gurgaon-10529348730/,1197cc
2022 KIA SELTOS,30.75k km,Diesel,Manual,1st owner,₹11.30 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-gurgaon-10199346735/,1493cc
2021 Honda City,60.99k km,Petrol,Auto,1st owner,₹8.90 lakh,https://www.cars24.com/buy-used-honda-city-2021-cars-new-delhi-10064145720/,1498cc
2016 Hyundai Creta,72.35k km,Petrol,Manual,1st owner,₹5.72 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-ghaziabad-10086947715/,1591cc
2019 Hyundai Creta,86.39k km,Petrol,Manual,1st owner,₹7.54 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-faridabad-10174644737/,1591cc
2022 Maruti Baleno,27.53k km,Petrol,Manual,1st owner,₹6.11 lakh,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-ghaziabad-10016646782/,1197cc
2022 Maruti S PRESSO,13.73k km,Petrol,Manual,1st owner,₹3.58 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2022-cars-new-delhi-10160740756/,998cc
2015 Hyundai Grand i10,63.34k km,Petrol,Manual,1st owner,₹2.91 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-noida-10085141755/,1197cc
2017 Maruti Wagon R 1.0,29.47k km,Petrol,Manual,1st owner,₹2.97 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-new-delhi-10086749756/,998cc
2017 Maruti Ertiga,38.07k km,CNG,Manual,1st owner,₹7.01 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-ghaziabad-10018043737/,1373cc
2022 MG ASTOR,58.58k km,Petrol,Manual,1st owner,₹10.70 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-noida-10076445721/,1498cc
2022 Hyundai NEW I20 N LINE,46.57k km,Petrol,Auto,1st owner,₹8.60 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-n-line-2022-cars-noida-10572142785/,998cc
2018 Hyundai Elite i20,17.26k km,Petrol,Manual,1st owner,₹4.83 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-gurgaon-10174441787/,1197cc
2013 Maruti Alto K10,23.15k km,Petrol,Manual,1st owner,₹1.64 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2013-cars-new-delhi-11228042745/,998cc
2023 Tata NEXON,11.93k km,Petrol,Manual,1st owner,₹10.25 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-new-delhi-10057842738/,1199cc
2019 Ford Ecosport,70.33k km,Petrol,Manual,1st owner,₹6.05 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-ghaziabad-10078248710/,1497cc
2022 Renault Kiger,12.02k km,Petrol,Manual,1st owner,₹6.32 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-noida-10012632736/,999cc
2018 Tata NEXON,33.42k km,Petrol,Manual,1st owner,₹4.83 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-new-delhi-10136442752/,1198cc
2022 Skoda KUSHAQ,19.51k km,Petrol,Manual,1st owner,₹9.54 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-faridabad-13501741795/,999cc
2017 Hyundai Grand i10,38.69k km,Petrol,Manual,1st owner,₹3.60 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-new-delhi-11075445744/,
2022 Maruti Alto,42.48k km,Petrol,Manual,1st owner,₹3.16 lakh,https://www.cars24.com/buy-used-maruti-alto-2022-cars-new-delhi-10111045759/,796cc
2022 Maruti Eeco,38.57k km,CNG,Manual,1st owner,₹5.56 lakh,https://www.cars24.com/buy-used-maruti-eeco-2022-cars-ghaziabad-10030846716/,1196cc
2019 Maruti Dzire,48.99k km,Petrol,Manual,1st owner,₹4.54 lakh,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-noida-10577544739/,1197cc
2013 Hyundai i20,34.31k km,Petrol,Manual,1st owner,₹2.79 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-gurgaon-10168649741/,1197cc
2019 Hyundai NEW SANTRO,72.83k km,CNG,Manual,1st owner,₹4.04 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-new-delhi-10098049754/,1086cc
2016 Hyundai Creta,74.83k km,Petrol,Auto,1st owner,₹5.93 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-gurgaon-13303125782/,1591cc
2016 Maruti Baleno,85.46k km,Petrol,Manual,1st owner,₹3.66 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-new-delhi-10103448780/,1197cc
2021 Tata Harrier,26.63k km,Diesel,Auto,1st owner,₹12.80 lakh,https://www.cars24.com/buy-used-tata-harrier-2021-cars-new-delhi-10127840724/,1956cc
2013 Maruti Swift Dzire,19.65k km,Petrol,Manual,1st owner,₹2.66 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-ghaziabad-10017846783/,1197cc
2022 Tata NEXON,22.95k km,Petrol,Auto,1st owner,₹9.53 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-faridabad-10155248727/,1199cc
2023 Skoda SLAVIA,42.58k km,Petrol,Auto,2nd owner,₹11.49 lakh,https://www.cars24.com/buy-used-skoda-slavia-2023-cars-new-delhi-10099646787/,999cc
2016 Hyundai Creta,82.72k km,Petrol,Auto,1st owner,₹6.13 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-ghaziabad-10192542782/,1591cc
2015 Maruti Ciaz,73.63k km,Petrol,Manual,1st owner,₹3.96 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-noida-10057547717/,1373cc
2018 Maruti Ciaz,96.86k km,Diesel,Manual,1st owner,₹4.28 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-new-delhi-11045740715/,
2019 Hyundai Grand i10,94.55k km,CNG,Manual,2nd owner,₹3.96 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-new-delhi-12060646721/,1197cc
2017 Maruti Celerio,85.78k km,Petrol,Manual,1st owner,₹2.86 lakh,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-ghaziabad-10008240734/,
2019 Mahindra XUV500,41.87k km,Diesel,Manual,1st owner,₹7.14 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-new-delhi-10018721703/,2179cc
2017 Renault Kwid,49.67k km,Petrol,Auto,2nd owner,₹2.50 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-gurgaon-11010427774/,999cc
2018 Maruti Alto K10,34.44k km,Petrol,Manual,1st owner,₹2.86 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-noida-10546642727/,998cc
2021 Tata Harrier,50.38k km,Diesel,Manual,1st owner,₹11.00 lakh,https://www.cars24.com/buy-used-tata-harrier-2021-cars-gurgaon-10198748721/,1956cc
2015 Hyundai Elite i20,48.87k km,Petrol,Manual,1st owner,₹3.99 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-10542446745/,1197cc
2016 Maruti Alto 800,28.59k km,Petrol,Manual,2nd owner,₹2.32 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-new-delhi-10018347727/,796cc
2016 Hyundai Verna,67.08k km,Petrol,Manual,2nd owner,₹4.36 lakh,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-new-delhi-10100246721/,1591cc
2020 Hyundai GRAND I10 NIOS,51.72k km,CNG,Manual,1st owner,₹5.40 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-new-delhi-10096447739/,1197cc
2015 Hyundai Grand i10,47.55k km,Petrol,Manual,1st owner,₹3.10 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-10091542749/,1197cc
2014 Hyundai Xcent,54.36k km,Petrol,Manual,1st owner,₹2.73 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-ghaziabad-10536046776/,1197cc
2017 Renault Duster,37.20k km,Petrol,Auto,1st owner,₹4.94 lakh,https://www.cars24.com/buy-used-renault-duster-2017-cars-ghaziabad-10012544752/,1498cc
2017 Maruti Ertiga,19.65k km,Petrol,Manual,1st owner,₹6.60 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-ghaziabad-10028124762/,1373cc
2021 KIA SELTOS,45.67k km,Petrol,Manual,1st owner,₹11.90 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-new-delhi-10001245728/,1353cc
2020 Ford Ecosport,60.96k km,Petrol,Manual,1st owner,₹6.86 lakh,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-ghaziabad-10541144749/,1496cc
2022 Tata TIGOR,38.46k km,CNG,Manual,1st owner,₹5.66 lakh,https://www.cars24.com/buy-used-tata-tigor-2022-cars-ghaziabad-11064440780/,1199cc
2018 Maruti Swift,66.48k km,CNG,Manual,1st owner,₹4.65 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-new-delhi-10010040780/,
2014 Honda City,39.85k km,Petrol,Manual,1st owner,₹3.83 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-gurgaon-10102047734/,1497cc
2014 Hyundai i10,53.28k km,Petrol,Manual,1st owner,₹1.97 lakh,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-faridabad-13302248797/,1086cc
2021 Renault Kwid,38.10k km,Petrol,Manual,1st owner,₹3.43 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-ghaziabad-10005441783/,999cc
2018 Maruti Dzire,79.57k km,Petrol,Auto,1st owner,₹4.71 lakh,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-ghaziabad-10535623765/,1197cc
2018 Ford Ecosport,94.68k km,Petrol,Auto,2nd owner,₹5.56 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-faridabad-10192340720/,1497cc
2022 MG ASTOR,18.15k km,Petrol,Auto,1st owner,₹12.81 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-noida-11292143727/,1498cc
2020 Tata TIGOR,38.73k km,Petrol,Manual,1st owner,₹4.87 lakh,https://www.cars24.com/buy-used-tata-tigor-2020-cars-new-delhi-11283349732/,1199cc
2021 Tata Safari,58.12k km,Diesel,Manual,1st owner,₹12.63 lakh,https://www.cars24.com/buy-used-tata-safari-2021-cars-noida-10591145744/,1956cc
2014 Hyundai Elite i20,55.11k km,Petrol,Manual,1st owner,₹3.48 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-new-delhi-10032521750/,1197cc
2019 Maruti Ciaz,82.64k km,Petrol,Manual,1st owner,₹5.75 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-noida-10532248726/,1462cc
2021 Skoda KUSHAQ,96.07k km,Petrol,Auto,1st owner,₹9.90 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-new-delhi-10063840732/,999cc
2018 Tata NEXON,85.74k km,Petrol,Manual,2nd owner,₹4.17 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-gurgaon-11208438722/,1198cc
2019 Ford Ecosport,1.0L km,Diesel,Manual,1st owner,₹5.52 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-noida-11282241710/,1498cc
2021 Hyundai VENUE,33.14k km,Petrol,Manual,1st owner,₹6.98 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-noida-10049849724/,1197cc
2022 Hyundai Creta,31.58k km,Petrol,Auto,1st owner,₹12.59 lakh,https://www.cars24.com/buy-used-hyundai-creta-2022-cars-new-delhi-10078741780/,1497cc
2021 Tata NEXON,28.25k km,Petrol,Auto,1st owner,₹7.60 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-faridabad-10038640786/,1199cc
2021 Tata NEXON,73.19k km,Petrol,Manual,1st owner,₹7.33 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-faridabad-11019347783/,1199cc
2022 Skoda KUSHAQ,63.88k km,Petrol,Manual,1st owner,₹8.55 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-new-delhi-10187742754/,999cc
2023 Renault TRIBER,59.48k km,Petrol,Manual,1st owner,₹5.77 lakh,https://www.cars24.com/buy-used-renault-triber-2023-cars-gurgaon-14707828763/,999cc
2018 Maruti Baleno,67.39k km,Petrol,Manual,1st owner,₹4.13 lakh,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-noida-10071040710/,1197cc
2022 Tata Harrier,52.60k km,Diesel,Manual,1st owner,₹12.74 lakh,https://www.cars24.com/buy-used-tata-harrier-2022-cars-gurgaon-10129944729/,
2015 Hyundai Grand i10,86.19k km,CNG,Manual,1st owner,₹3.47 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-noida-10085047723/,1197cc
2020 Maruti Baleno,28.65k km,Petrol,Manual,1st owner,₹4.64 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-noida-10007149784/,1197cc
2018 Honda WR-V,86.55k km,Petrol,Manual,2nd owner,₹4.84 lakh,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-ghaziabad-10053241722/,1199cc
2020 Maruti Celerio,50.92k km,Petrol,Manual,1st owner,₹3.92 lakh,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-gurgaon-15523140774/,998cc
2013 Maruti Swift Dzire,44.76k km,Petrol,Manual,1st owner,₹2.50 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-ghaziabad-10513547720/,1197cc
2021 Maruti Baleno,42.96k km,Petrol,Auto,1st owner,₹6.31 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-noida-10512644735/,1197cc
2016 Maruti Swift Dzire,51.49k km,Petrol,Manual,1st owner,₹3.56 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-new-delhi-11056443724/,1197cc
2018 Hyundai Verna,87.06k km,Petrol,Manual,1st owner,₹6.58 lakh,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-new-delhi-10148846737/,1591cc
2022 Tata TIGOR,14.59k km,Petrol,Manual,1st owner,₹5.42 lakh,https://www.cars24.com/buy-used-tata-tigor-2022-cars-ghaziabad-10082948734/,1199cc
2023 Renault Kiger,19.49k km,Petrol,Auto,1st owner,₹7.77 lakh,https://www.cars24.com/buy-used-renault-kiger-2023-cars-faridabad-10001144714/,999cc
2015 Hyundai Grand i10,51.32k km,CNG,Manual,1st owner,₹3.28 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-ghaziabad-10015640787/,1197cc
2017 Maruti Swift,68.30k km,Petrol,Manual,1st owner,₹4.10 lakh,https://www.cars24.com/buy-used-maruti-swift-2017-cars-noida-11200546772/,1197cc
2021 Datsun Redi Go,26.59k km,Petrol,Manual,2nd owner,₹2.66 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2021-cars-noida-10017642724/,799cc
2019 Hyundai VENUE,51.76k km,Petrol,Auto,2nd owner,₹6.43 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-faridabad-10176446721/,998cc
2020 Toyota Innova Crysta,36.27k km,Petrol,Auto,1st owner,₹17.00 lakh,https://www.cars24.com/buy-used-toyota-innova-crysta-2020-cars-faridabad-11063847758/,2694cc
2014 Maruti Swift Dzire,34.52k km,Petrol,Manual,1st owner,₹2.91 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-ghaziabad-10089042728/,1197cc
2018 Maruti Celerio,58.92k km,Petrol,Auto,1st owner,₹3.83 lakh,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-faridabad-11002828709/,998cc
2021 Hyundai VENUE,61.88k km,Petrol,Manual,2nd owner,₹6.75 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-gurgaon-13357948710/,998cc
2019 Hyundai VENUE,82.88k km,Petrol,Auto,1st owner,₹6.50 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-faridabad-11284344718/,998cc
2021 Maruti Baleno,28.61k km,Petrol,Manual,1st owner,₹5.13 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-new-delhi-11252845781/,1197cc
2021 Tata Harrier,66.64k km,Diesel,Auto,1st owner,₹12.02 lakh,https://www.cars24.com/buy-used-tata-harrier-2021-cars-gurgaon-10509346788/,1956cc
2018 Tata NEXON,47.24k km,Petrol,Manual,1st owner,₹4.99 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-new-delhi-10056945784/,1198cc
2017 Honda Jazz,39.03k km,Petrol,Manual,1st owner,₹4.03 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-faridabad-11237641783/,1199cc
2024 KIA SONET,27.49k km,Petrol,Auto,1st owner,₹13.45 lakh,https://www.cars24.com/buy-used-kia-sonet-2024-cars-new-delhi-10588043715/,998cc
2018 Maruti Ciaz,48.78k km,Petrol,Manual,1st owner,₹5.63 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-gurgaon-10187845739/,1462cc
2018 Maruti IGNIS,32.50k km,Petrol,Auto,1st owner,₹4.61 lakh,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-gurgaon-10107940700/,1197cc
2019 Hyundai VENUE,20.53k km,Petrol,Auto,1st owner,₹7.99 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-faridabad-11044442788/,998cc
2013 Maruti Swift Dzire,63.59k km,Petrol,Manual,1st owner,₹2.58 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-ghaziabad-10078748798/,1197cc
2021 Renault Kwid,29.52k km,Petrol,Manual,1st owner,₹3.82 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-gurgaon-29670745712/,999cc
2020 KIA SONET,80.88k km,Petrol,Manual,1st owner,₹6.96 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-ghaziabad-10082546785/,998cc
2018 Honda WR-V,31.90k km,Petrol,Manual,1st owner,₹5.65 lakh,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-ghaziabad-10122147740/,1199cc
2020 Maruti Baleno,58.30k km,Petrol,Manual,1st owner,₹4.56 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10559449731/,1197cc
2018 Hyundai Creta,46.47k km,Petrol,Manual,1st owner,₹6.85 lakh,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-new-delhi-10159646727/,1591cc
2018 Hyundai Creta,63.81k km,Petrol,Auto,1st owner,₹7.83 lakh,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-ghaziabad-10080845736/,1591cc
2022 Tata ALTROZ,18.23k km,Petrol,Manual,1st owner,₹6.70 lakh,https://www.cars24.com/buy-used-tata-altroz-2022-cars-gurgaon-10134646745/,1199cc
2015 Honda Amaze,16.20k km,Petrol,Manual,1st owner,₹3.24 lakh,https://www.cars24.com/buy-used-honda-amaze-2015-cars-gurgaon-11236048749/,1198cc
2015 Hyundai Grand i10,53.84k km,Petrol,Manual,2nd owner,₹3.43 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-10170844749/,1197cc
2015 Maruti Swift Dzire,98.94k km,Petrol,Manual,1st owner,₹2.74 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2015-cars-ghaziabad-11269244732/,1197cc
2015 Volkswagen Polo,82.33k km,Petrol,Manual,1st owner,₹3.27 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-gurgaon-10001941732/,1198cc
2013 Hyundai i10,27.08k km,Petrol,Manual,1st owner,₹2.10 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-noida-10164846747/,1197cc
2024 Hyundai EXTER,26.61k km,CNG,Manual,1st owner,₹8.05 lakh,https://www.cars24.com/buy-used-hyundai-exter-2024-cars-noida-10074148737/,1197cc
2019 Renault Kwid,38.03k km,Petrol,Manual,2nd owner,₹2.81 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-noida-10029448757/,
2022 Tata NEXON,31.62k km,Petrol,Auto,2nd owner,₹8.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-new-delhi-10023744740/,1199cc
2015 Maruti Swift,16.19k km,Petrol,Manual,1st owner,₹3.28 lakh,https://www.cars24.com/buy-used-maruti-swift-2015-cars-new-delhi-10081441770/,1197cc
2013 Hyundai i10,68.27k km,Petrol,Manual,1st owner,₹1.91 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-gurgaon-10104148720/,1197cc
